disease,text,risk_level
low_condition,Want to know if I should be concerned about a mole What does this mean?,Low
high_condition,Sudden hearing loss in one ear with dizziness,High
high_condition,"I've noticed that diabetic with blood sugar reading of 350, feeling very unwell What should I do?",High
emergency_condition,"This morning, sudden excruciatingly shortness of breath, I feel like I'm drowning Is this normal?",Emergency
medium_condition,"I've noticed that mild wheezing when I exercise, goes away after rest Please help.",Medium
high_condition,"Suddenly, heart palpitations that won't stop during activity. Feeling anxious and weak.",High
low_condition,"Today, need a routine health checkup.",Low
high_condition,"Gradually, wound is red, swollen, and warm with red streaks spreading up my arm Any suggestions?",High
emergency_condition,"unbearably difficulty breathing, I can barely get any air in Is this normal?",Emergency
medium_condition,"Ever since yesterday, mild wheezing when I exercise, goes away after rest",Medium
emergency_condition,critically bleeding from my head after a fall. Feeling very weak Can you help?,Emergency
high_condition,Intense headache with vision changes and nausea constantly.,High
high_condition,"I've been having severe anxiety attack that won't stop, heart racing for hours.",High
emergency_condition,"Today, i'm having critically chest pain that's radiating down my left arm and I'm sweating profusely intermittently Should I be worried?",Emergency
emergency_condition,I woke up with i'm bleeding heavily from a wound and can't stop it. Blood is everywhere This is concerning me.,Emergency
medium_condition,"Recently, neck stiffness from sleeping wrong, hard to turn my head Is this serious?",Medium
medium_condition,I woke up with heartburn that's more frequent than usual lately This is concerning me.,Medium
low_condition,"For a while now, minor muscle ache from working out yesterday",Low
high_condition,"I'm suffering from severe anxiety attack that won't stop, heart racing for hours Any suggestions?",High
high_condition,"Last night, the pain in my abdomen is quite and hasn't improved in hours.",High
emergency_condition,"Last night, i'm having unbearably chest pain that's radiating down my left arm and I'm sweating profusely all day.",Emergency
low_condition,It started when want to discuss exercise recommendations Can you help?,Low
high_condition,"I noticed very back pain radiating down my leg, can barely walk Is this normal?",High
medium_condition,It started when skin infection that's not spreading but isn't healing either I'm looking for guidance.,Medium
low_condition,"For a while now, feeling a bit stressed but managing I'm not sure what to do.",Low
low_condition,I'm experiencing dry skin patch on my elbow that's a bit itchy Any suggestions?,Low
high_condition,I'm suffering from persistent high fever for months now with a rash that's spreading.,High
high_condition,Persistent high fever for several hours with a rash that's spreading What should I do?,High
medium_condition,I've noticed that heartburn that's more frequent than usual lately Any suggestions?,Medium
emergency_condition,My throat is closing up and I'm covered in hives. Can't breathe properly It's really bothering me.,Emergency
low_condition,It started when minor sunburn on my shoulders from being outside It's really bothering me.,Low
medium_condition,I woke up with persistent sore throat with mild fever all day It's really bothering me.,Medium
low_condition,It started when slight stomach discomfort after eating too much Any suggestions?,Low
low_condition,"Gradually, minor scrape on my knee from a fall. Already stopped bleeding Any suggestions?",Low
low_condition,I woke up with little bit of soreness in my shoulder from sleeping on it wrong.,Low
low_condition,"Ever since yesterday, eyes feel a bit dry and tired from reading This is concerning me.",Low
emergency_condition,"Gradually, i was exposed to extreme cold, my fingers are white and I can't feel them I'm not sure what to do.",Emergency
high_condition,I'm dealing with fever of 103 with very body aches and difficulty breathing What should I do?,High
emergency_condition,"Recently, deep cut that won't stop bleeding, I'm feeling dizzy from blood loss What should I do?",Emergency
low_condition,"Today, slight stomach discomfort after eating too much.",Low
emergency_condition,"It started when uncontrollable convulsions, this has never happened before.",Emergency
low_condition,I can't shake want to know if I should be concerned about a mole I hope it's nothing serious.,Low
high_condition,"I've noticed that severe dehydration - very dizzy, haven't urinated in hours What should I do?",High
high_condition,"I've noticed that severe asthma attack, medications only providing temporary relief Should I be worried?",High
emergency_condition,"Uncontrollable convulsions, this has never happened before This is concerning me.",Emergency
emergency_condition,"Today, i lost vision in one eye suddenly and my speech is slurred I'm not sure what to do.",Emergency
emergency_condition,It started when my throat is closing up and I'm covered in hives. Can't breathe properly Is this serious?,Emergency
low_condition,"For a while now, eyes feel a bit dry and tired from reading I'm not sure what to do.",Low
low_condition,I'm dealing with just feeling a little tired today. Probably need more sleep Any suggestions?,Low
high_condition,"I'm experiencing eye injury with pain, blurred vision, and sensitivity to light Any suggestions?",High
low_condition,"For a while now, minor muscle ache from working out yesterday I need advice.",Low
emergency_condition,I can't breathe properly and my lips are turning blue. I don't know what to do Is this normal?,Emergency
medium_condition,Constipation that's been uncomfortable for several hours Any suggestions?,Medium
low_condition,"Suddenly, little bit of soreness in my shoulder from sleeping on it wrong.",Low
high_condition,I can't shake high fever of 104°F with confusion and severe headache intermittently I'm looking for guidance.,High
emergency_condition,"Recently, i'm diabetic and my sugar is critically low, I'm shaking and confused What does this mean?",Emergency
emergency_condition,"Gradually, i'm experiencing crushing chest pain with numbness in my jaw and left arm out of nowhere I'm looking for guidance.",Emergency
high_condition,"I'm dealing with difficulty breathing when lying down, have to sit up to catch my breath What should I do?",High
high_condition,"Last night, severe asthma attack, medications only providing temporary relief",High
