disease,text,risk_level
volvulus,I just want relief from this sharp abdominal pain and fatigue I feel.,Low
skin cancer,I can't shake the feeling that my skin moles are changing shape.,Medium
noninfectious gastroenteritis,I’m terrified to go to the bathroom; there's blood in my stool.,Medium
vesicoureteral reflux,"Every time I see blood in my urine, my anxiety spikes.",Low
intracerebral hemorrhage,I'm very scared because the headaches come and go so unpredictably.,Emergency
syphilis,I can't ignore this skin rash anymore; could this be a sign of syphilis?,Low
hammer toe,I never expected hammer toe to cause such irritating foot pain.,Low
dislocation of the patella,I didn’t expect my knee to feel this stiff so long after the injury.,Low
open wound of the cheek,Does anyone else feel like their cheek wound is taking over their life?,Low
alcohol intoxication,"I can't stop vomiting, and my chest is hurting really badly.",Emergency
migraine,Sometimes I see spots in my vision right before a migraine starts.,Medium
cold sore,I wish my cold sore would heal faster; the swelling is driving me crazy.,Low
nerve impingement near the shoulder,I find it hard to turn my head without feeling pain in my shoulder.,Medium
testicular torsion,I can’t shake off the worry that this pain could mean something worse.,Low
tooth disorder,"Lately, my facial pain is affecting my mood; it's becoming really frustrating.",Medium
tooth abscess,The throbbing pain in my mouth makes it impossible to focus.,Medium
anxiety,I keep experiencing irregular heartbeats; it's so scary and confusing.,Emergency
moyamoya disease,"Sometimes, I feel like my elbow isn’t cooperating, and it frustrates me.",Low
hidradenitis suppurativa,These skin growths are so painful; I wish they would just disappear.,Low
alcohol abuse,My drinking has caused violent outbursts that I can't explain.,Emergency
oral thrush (yeast infection),I didn’t expect oral thrush to cause such bad nasal congestion.,Medium
scar,"The skin around my scar has been itching, and I can't figure out why.",Low
cervicitis,I’ve been experiencing persistent suprapubic pain that just won’t go away.,Medium
lactose intolerance,Just one slice of pizza sends me into a spiral of burning abdominal pain and embarrassment.,Emergency
endometriosis,I'm tired of hearing that painful menstruation is normal when mine is so extreme.,Medium
head and neck cancer,"My hoarse voice has become a daily struggle, and I want answers.",Medium
kidney failure,"My legs are swollen like balloons, and it’s making it hard to walk.",Emergency
orbital cellulitis,"My eye is so swollen, and it's hard to see out of it.",Low
pinguecula,It's frustrating to have a pinguecula that causes my eyes to itch throughout the day.,Low
pain disorder affecting the neck,Arm pain keeps me from doing simple tasks I used to enjoy.,Medium
cushing syndrome,It’s tough to stay positive when my emotions are all over the place.,Low
chronic otitis media,I can’t take it anymore; the ear pain is relentless and makes it hard to focus.,Medium
choledocholithiasis,"The jaundice suddenly appeared, and I'm terrified something's really wrong.",Emergency
drug abuse (barbiturates),I wish I could escape this constant nervousness that barbiturates bring.,Low
spondylolisthesis,I can’t sit for long because of the leg cramps that hit without warning.,Medium
epididymitis,I've been dealing with painful urination and it's getting unbearable.,Medium
carcinoid syndrome,It’s hard to focus when I’m constantly worried about involuntary urination.,Low
fracture of the ankle,Walking feels impossible; my knee feels weak and unstable.,Low
open wound of the back,"It’s frustrating that my back wound seems to be getting worse, with a weird burning sensation.",Low
erectile dysfunction,"After a long day, I just want relief, but the pain in my testicles never stops.",Medium
bell palsy,I never expected to struggle with such weakness on one side of my face.,Medium
sarcoidosis,The swelling in my legs is alarming; I can’t believe how much pain I’m in.,Emergency
breast infection (mastitis),There’s a lump in my breast that's painful; I hope it’s not serious.,Medium
sporotrichosis,Wrist pain that won't go away has me worried; I've read about sporotrichosis online.,Low
hypercalcemia,I feel weak and fatigued even after a full night’s sleep.,Low
fracture of the finger,I’m worried; my finger still feels so painful after the initial injury.,Low
psoriasis,It's frustrating that no treatment seems to help the itching on my skin and scalp.,Medium
poisoning due to gas,I felt nauseous and had a severe headache that wouldn't go away after the gas leak.,Emergency
dislocation of the finger,I can’t believe how much finger pain I’m dealing with after that dislocation.,Low
premature ovarian failure,The sudden absence of periods has been a huge surprise for me.,Low
poisoning due to antihypertensives,Could my antihypertensives be causing this odd sharp abdominal pain?,Low
hemarthrosis,"My elbow feels weak, making everyday tasks like lifting my coffee cup difficult.",Low
lichen planus,I can't believe how much my skin has changed with these strange patches.,Low
tonsillar hypertrophy,My ears feel weird and red—could my swollen tonsils be affecting them?,Medium
heart attack,"After feeling sick to my stomach, my heart started racing uncontrollably.",Emergency
pain disorder affecting the neck,"I wake up with headaches, and my neck feels so stiff.",Medium
anemia due to chronic kidney disease,I'm scared because I can't seem to gain strength after losing weight.,Emergency
fibrocystic breast disease,I never knew intermenstrual bleeding could be connected to something like this; it’s alarming.,Low
lichen simplex,I wish I could find relief from this persistent skin lesion on my arm.,Low
head and neck cancer,I’m worried about the plugged feeling in my ear; it just won’t go away.,Medium
ectopic pregnancy,"Nausea has been my constant companion, making me worry it's something serious.",Medium
chickenpox,Why does my skin look so strange with these chickenpox blisters?,Low
intestinal disease,"The diarrhea is relentless, and I feel weak and lightheaded; I need help immediately!",Emergency
acne,"Every month, my long menstrual periods come with new skin rashes.",Medium
subarachnoid hemorrhage,The sudden nausea and vomiting have left me feeling helpless and scared for my health.,Emergency
alcoholic liver disease,"Weight gain has been frustrating, especially after a weekend of drinking.",Low
psoriasis,I've been struggling with skin dryness and rough patches that just won't go away.,Medium
soft tissue sarcoma,There's an abnormal appearing skin spot on my arm that itches constantly.,Low
thoracic aortic aneurysm,"Every time I breathe deeply, I feel this nagging sharpness in my chest.",Emergency
aplastic anemia,I hate feeling so weak during what should be normal daily activities.,Low
hemiplegia,The weakness in my body is so overwhelming; I feel like I’m losing myself.,Emergency
acute sinusitis,I can't sleep due to the unbearable nasal congestion and pain in my face.,Medium
panic attack,The fear of losing control during the attack made everything so much worse.,Emergency
empyema,"This cough won’t stop, and now I'm feeling sharp pain in my chest.",Emergency
essential tremor,The abnormal movements make simple tasks feel impossible.,Low
chronic glaucoma,The spots clouding my vision make everyday tasks feel impossible at times.,Medium
allergy,I never knew allergies could cause this much itching on my skin.,Medium
open wound of the lip,I can’t stop worrying about the pain in my mouth from the wound.,Low
brachial neuritis,Why is the weakness in my hand making simple tasks feel impossible?,Medium
salivary gland disorder,"My throat has felt scratchy lately, and it’s annoying.",Low
hydrocephalus,"I can’t shake off these depressive feelings, and I'm beginning to wonder if it’s hydrocephalus.",Emergency
vaginal cyst,I've noticed heavy menstrual flow that seems different from before.,Medium
thrombophlebitis,I can’t shake this feeling of heaviness in my arm; it’s really disconcerting.,Medium
acute kidney injury,I’ve been feeling so weak lately; is acute kidney injury causing my issues?,Emergency
atrophic skin condition,I have pimples popping up in places where I’ve never had them before.,Medium
aphakia,"Every time I read, my eyes feel like they're on fire.",Low
pemphigus,I feel frustrated as my skin continues to peel and change unexpectedly.,Low
placental abruption,I just want to know if my symptoms mean anything serious for my baby.,Low
conductive hearing loss,My low self-esteem is growing; I just want my hearing back to normal.,Medium
cervicitis,I dread going to the bathroom because of the sharp pain it brings.,Medium
